Global Volcanism Program - Volcanoes of the World 5.0.2,,,,Downloaded on 26 Feb 2023 at 12:19 AM,,,,,,,,,,,,,,,,,,,
Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
345040,Poas,22303,Confirmed Eruption,,2,,,2019,,2,,7,,Observations: Reported,,2019,,9,,30,,10.2,-84.233
261080,Sinabung,22316,Confirmed Eruption,,4,,?,2019,,2,,6,,Observations: Reported,,2019,,6,,9,,3.17,98.392
267020,Karangetang,22294,Confirmed Eruption,,2,,,2018,,11,,25,,Observations: Reported,>,2022,,12,,19,,2.781,125.407
357040,Planchon-Peteroa,22297,Confirmed Eruption,,1,,,2018,,11,,7,,Observations: Reported,,2019,,5,,7,1,-35.223,-70.568
268060,Gamalama,22295,Confirmed Eruption,,1,,,2018,,10,,4,,Observations: Reported,,2018,,10,,6,,0.8,127.33
266030,Soputan,22293,Confirmed Eruption,,3,,,2018,,10,,2,,Observations: Reported,,2018,,12,,16,,1.112,124.737
311060,Semisopochnoi,22289,Confirmed Eruption,,1,,,2018,,9,,8,,Observations: Reported,,2018,,10,,31,,51.93,179.58
312070,Veniaminof,22290,Confirmed Eruption,,1,,,2018,,9,,4,,Observations: Reported,,2018,,12,,23,,56.17,-159.38
352090,Sangay,22283,Confirmed Eruption,,2,,,2018,,8,,8,,Observations: Reported,,2018,,12,,7,,-2.005,-78.341
345020,Rincon de la Vieja,22282,Confirmed Eruption,,1,,,2018,,7,,28,,Observations: Reported,,2019,,6,,11,,10.83,-85.324
233005,Mayotte,22337,Confirmed Eruption,About 50 km E of the eastern tip of Mayotte Island,0,,,2018,,7,,3,,Observations: Seismicity,?,2019,,8,,20,,-12.83,45.17
353050,"Negra, Sierra",22279,Confirmed Eruption,Summit crater and NNW flank,2,,,2018,,6,,26,,Observations: Reported,,2018,,8,,23,,-0.83,-91.17
344040,Telica,22277,Confirmed Eruption,,1,,,2018,,6,,21,,Observations: Reported,,2018,,8,,15,,12.606,-86.84
262000,Krakatau,22275,Confirmed Eruption,Anak Krakatau,3,,,2018,,6,,18,,Observations: Reported,,2020,,4,,17,,-6.102,105.423
353010,Fernandina,22278,Confirmed Eruption,,1,,,2018,,6,,16,,Observations: Reported,,2018,,6,,21,,-0.37,-91.55
311120,Great Sitkin,22276,Confirmed Eruption,,1,,,2018,,6,,10,,Observations: Reported,,2018,,8,,11,,52.076,-176.13
263250,Merapi,22264,Confirmed Eruption,,3,,,2018,,5,,11,,Observations: Reported,,2020,,6,,21,,-7.54,110.446
261140,Marapi,22262,Confirmed Eruption,Verbeek Crater,2,,,2018,,4,,27,,Observations: Reported,,2018,,5,,2,,-0.38,100.474
344020,San Cristobal,22266,Confirmed Eruption,,1,,,2018,,4,,22,,Observations: Reported,,2018,,4,,22,,12.702,-87.004
261170,Kerinci,22274,Confirmed Eruption,,1,,,2018,,4,,21,,Observations: Reported,,2021,,6,,13,,-1.697,101.264
223020,Nyamulagira,22315,Confirmed Eruption,Summit caldera,0,,,2018,,4,,18,,Observations: Reported,>,2022,,12,,19,,-1.408,29.2
233020,"Fournaise, Piton de la",22261,Confirmed Eruption,"N side of Enclos Fouque, just below the rampart at the Nez Coupé de Sainte Rose",0,,,2018,,4,,3,,Observations: Seismicity,,2018,,11,,1,,-21.244,55.708
263200,Dieng Volcanic Complex,22263,Confirmed Eruption,Sileri Crater,1,,,2018,,4,,1,,Observations: Reported,,2018,,4,,1,,-7.2,109.879
352090,Sangay,22259,Confirmed Eruption,Summit crater,1,,,2018,,2,,25,,Observations: Reported,,2018,,2,,25,,-2.005,-78.341
267020,Karangetang,22256,Confirmed Eruption,,1,,,2018,,2,,2,,Observations: Reported,,2018,,2,,2,,2.781,125.407
343100,San Miguel,22251,Confirmed Eruption,,1,,,2018,,1,,14,,Observations: Reported,,2018,,5,,30,,13.434,-88.269
273030,Mayon,22250,Confirmed Eruption,,2,,,2018,,1,,13,,Observations: Reported,,2019,,10,,12,,13.257,123.685
272020,Kanlaon,22249,Confirmed Eruption,,2,,,2017,,12,,9,,Observations: Reported,,2017,,12,,9,,10.412,123.132
264020,Agung,22241,Confirmed Eruption,Summit crater,3,,,2017,,11,,21,,Observations: Reported,,2019,,6,,13,,-8.343,115.508
261230,Dempo,22248,Confirmed Eruption,,1,,,2017,,11,,9,,Observations: Reported,,2017,,11,,9,,-4.016,103.121
353010,Fernandina,22245,Confirmed Eruption,SSW caldera rim,2,,,2017,,9,,4,,Observations: Reported,,2017,,9,,7,1,-0.37,-91.55
344020,San Cristobal,22252,Confirmed Eruption,,3,,,2017,,8,,18,,Observations: Reported,,2017,,11,,11,,12.702,-87.004
261170,Kerinci,22273,Confirmed Eruption,,1,,,2017,,8,,13,,Observations: Reported,,2017,,8,,13,,-1.697,101.264
352090,Sangay,22231,Confirmed Eruption,Summit crater,2,,,2017,,7,,20,,Observations: Reported,,2017,,10,,26,,-2.005,-78.341
264050,Sangeang Api,22228,Confirmed Eruption,Summit crater,2,,,2017,,7,,15,,Observations: Reported,,2020,,6,,10,,-8.2,119.07
233020,"Fournaise, Piton de la",22224,Confirmed Eruption,"750 m E of the Kala-Pélé peak, 850 m W of Château Fort, and 2.2 km NE of Piton de Bert",0,,,2017,,7,,14,,Observations: Seismicity,,2017,,8,,28,,-21.244,55.708
273010,Bulusan,22229,Confirmed Eruption,,1,,,2017,,6,,5,,Observations: Reported,,2017,,6,,5,,12.769,124.056
261140,Marapi,22226,Confirmed Eruption,Verbeek Crater,1,,,2017,,6,,4,,Observations: Reported,,2017,,6,,4,,-0.38,100.474
357090,Copahue,22232,Confirmed Eruption,Agrio Crater,1,,,2017,,6,,4,,Observations: Reported,,2018,,12,,7,,-37.856,-71.183
345020,Rincon de la Vieja,22208,Confirmed Eruption,Crater lake,2,,,2017,,5,,23,,Observations: Reported,,2018,,3,,15,3,10.83,-85.324
263200,Dieng Volcanic Complex,22227,Confirmed Eruption,Sileri Crater,1,,,2017,,4,,30,,Observations: Reported,,2017,,7,,2,,-7.2,109.879
345040,Poas,22209,Confirmed Eruption,,1,,,2017,,4,,12,,Observations: Reported,,2017,,11,,6,,10.2,-84.233
344020,San Cristobal,22269,Confirmed Eruption,,1,,,2017,,2,,18,,Observations: Reported,,2017,,4,,19,,12.702,-87.004
262000,Krakatau,22188,Confirmed Eruption,Summit crater,1,,,2017,,2,,17,,Observations: Reported,,2017,,2,,19,,-6.102,105.423
233020,"Fournaise, Piton de la",22184,Confirmed Eruption,1 km SE of Château Fort and about 2.5 km ENE of Piton de Bert,0,,,2017,,1,,31,,Observations: Seismicity,,2017,,2,,27,,-21.244,55.708
243030,Unnamed,22185,Confirmed Eruption,,0,,,2017,,1,,23,,Observations: Reported,,2017,,1,,31,,-20.852,-175.55
343100,San Miguel,22192,Confirmed Eruption,,1,,,2017,,1,,7,,Observations: Reported,,2017,,1,,7,,13.434,-88.269
311300,Bogoslof,22182,Confirmed Eruption,,3,,,2016,,12,,20,,Observations: Reported,,2017,,8,,30,,53.93,-168.03
223020,Nyamulagira,22202,Confirmed Eruption,,0,,,2016,,11,,27,,Observations: Reported,,2017,,5,,2,,-1.408,29.2
261170,Kerinci,22172,Confirmed Eruption,,1,,,2016,,11,,15,,Observations: Reported,,2016,,11,,21,,-1.697,101.264
354006,Sabancaya,22158,Confirmed Eruption,,3,,,2016,,11,,6,,Observations: Reported,>,2022,,12,,19,,-15.787,-71.857
241040,Whakaari/White Island,22147,Confirmed Eruption,2012 lava dome,1,,,2016,,9,,13,,Observations: Reported,,2016,,9,,13,,-37.52,177.18
354020,Ubinas,22181,Confirmed Eruption,,2,,,2016,,9,,13,,Observations: Reported,,2017,,3,,2,,-16.355,-70.903
233020,"Fournaise, Piton de la",22145,Confirmed Eruption,"N part of l'Enclos Fouqué caldera, between Puy Mi-côte and July 2015 eruption site",0,,,2016,,9,,11,,Observations: Seismicity,,2016,,9,,18,,-21.244,55.708
268060,Gamalama,22150,Confirmed Eruption,,1,,,2016,,8,,3,,Observations: Reported,,2016,,8,,4,,0.8,127.33
264030,Rinjani,22149,Confirmed Eruption,Barujari Crater,2,,,2016,,8,,1,,Observations: Reported,,2016,,9,,27,,-8.42,116.47
343100,San Miguel,22154,Confirmed Eruption,,1,,,2016,,6,,18,,Observations: Reported,,2016,,6,,18,,13.434,-88.269
273010,Bulusan,22151,Confirmed Eruption,SE vent,2,,,2016,,6,,10,,Observations: Reported,,2017,,3,,2,,12.769,124.056
345040,Poas,22156,Confirmed Eruption,,1,,,2016,,6,,5,,Observations: Reported,,2016,,8,,16,,10.2,-84.233
233020,"Fournaise, Piton de la",22144,Confirmed Eruption,1-1.5 km SE of Castle crater,0,,,2016,,5,,26,,Observations: Seismicity,,2016,,5,,27,,-21.244,55.708
241040,Whakaari/White Island,22121,Confirmed Eruption,,1,,,2016,,4,,27,,Observations: Reported,,2016,,4,,27,,-37.52,177.18
390080,Bristol Island,22133,Confirmed Eruption,,1,,,2016,,4,,24,,Observations: Reported,,2016,,7,,19,,-59.017,-26.533
344020,San Cristobal,22130,Confirmed Eruption,,2,,,2016,,4,,22,,Observations: Reported,,2016,,4,,22,,12.702,-87.004
311240,Cleveland,22128,Confirmed Eruption,Summit crater,2,,,2016,,4,,16,,Observations: Reported,,2019,,1,,16,,52.825,-169.944
261170,Kerinci,22125,Confirmed Eruption,,2,,,2016,,3,,31,,Observations: Reported,,2016,,6,,9,,-1.697,101.264
390130,Zavodovski,22159,Confirmed Eruption,,1,,,2016,,3,,30,,Observations: Reported,,2016,,5,,16,15,-56.3,-27.57
312030,Pavlof,22129,Confirmed Eruption,,2,,,2016,,3,,27,,Observations: Reported,,2016,,7,,30,,55.417,-161.894
352090,Sangay,22237,Confirmed Eruption,Summit crater,2,,,2016,,3,,25,,Observations: Reported,,2016,,11,,17,,-2.005,-78.341
273010,Bulusan,22114,Confirmed Eruption,,2,,,2016,,2,,22,,Observations: Reported,,2016,,2,,22,,12.769,124.056
343100,San Miguel,22117,Confirmed Eruption,,1,,,2016,,1,,12,,Observations: Reported,,2016,,1,,18,,13.434,-88.269
357070,"Chillan, Nevados de",22119,Confirmed Eruption,Nicanor crater,2,,,2016,,1,,8,,Observations: Reported,,2022,,10,,16,,-36.868,-71.378
266030,Soputan,22105,Confirmed Eruption,,3,,,2016,,1,,2,,Observations: Reported,,2016,,2,,7,,1.112,124.737
344090,Momotombo,22107,Confirmed Eruption,,2,,,2015,,12,,1,,Observations: Reported,,2016,,4,,7,,12.423,-86.539
272020,Kanlaon,22106,Confirmed Eruption,,2,,,2015,,11,,24,,Observations: Reported,,2016,,6,,18,,10.412,123.132
261140,Marapi,22111,Confirmed Eruption,,1,,,2015,,11,,14,,Observations: Reported,,2015,,11,,14,,-0.38,100.474
263310,Tengger Caldera,22103,Confirmed Eruption,Bromo cone,2,,,2015,,11,,12,,Observations: Reported,,2016,,11,,12,,-7.942,112.95
355100,Lascar,22110,Confirmed Eruption,,2,,,2015,,10,,30,,Observations: Reported,,2017,,4,,2,1,-23.37,-67.73
264030,Rinjani,22104,Confirmed Eruption,Barujari crater,2,,,2015,,10,,25,,Observations: Reported,,2015,,12,,24,,-8.42,116.47
344100,Masaya,22108,Confirmed Eruption,,1,,,2015,,10,,3,,Observations: Reported,>,2022,,12,,14,,11.985,-86.165
243060,Tofua,22370,Confirmed Eruption,,0,,,2015,,10,,2,,Observations: Reported,>,2022,,12,,3,,-19.75,-175.07
344040,Telica,21097,Confirmed Eruption,,2,,,2015,,9,,23,,Observations: Reported,,2016,,5,,11,,12.606,-86.84
357090,Copahue,21098,Confirmed Eruption,Agrio Crater,2,,,2015,,9,,18,3,Observations: Reported,,2016,,12,,30,,-37.856,-71.183
266100,Lokon-Empung,21093,Confirmed Eruption,Tompaluan,1,,,2015,,8,,30,,Observations: Reported,,2015,,9,,28,1,1.358,124.792
352050,Cotopaxi,21088,Confirmed Eruption,,2,,,2015,,8,,14,,Observations: Reported,,2016,,1,,24,,-0.677,-78.436
343100,San Miguel,22233,Confirmed Eruption,,1,,,2015,,8,,13,,Observations: Reported,,2015,,8,,13,,13.434,-88.269
268060,Gamalama,21087,Confirmed Eruption,,2,,,2015,,7,,16,,Observations: Reported,,2015,,9,,8,,0.8,127.33
264270,Sirung,21086,Confirmed Eruption,,1,,,2015,,7,,7,,Observations: Reported,,2015,,7,,8,,-8.508,124.13
354006,Sabancaya,21089,Confirmed Eruption,,1,,,2015,,6,,28,10,Observations: Reported,,2015,,7,,9,,-15.787,-71.857
345020,Rincon de la Vieja,22132,Confirmed Eruption,Crater lake,1,,,2015,,6,,16,,Observations: Reported,,2016,,5,,1,,10.83,-85.324
342110,Pacaya,22157,Confirmed Eruption,MacKenney Crater,1,,,2015,,6,,7,1,Observations: Reported,,2021,,8,,13,,14.382,-90.601
353020,Wolf,21075,Confirmed Eruption,,4,,,2015,,5,,25,,Observations: Reported,,2015,,7,,16,,0.02,-91.35
266100,Lokon-Empung,21071,Confirmed Eruption,Tompaluan,1,,,2015,,5,,20,,Observations: Reported,,2015,,5,,27,,1.358,124.792
233020,"Fournaise, Piton de la",22472,Confirmed Eruption,"SE of Dolomieu cone, in the Castle crater area",,,,2015,,5,,17,,Observations: Seismicity,,2015,,10,,31,,-21.244,55.708
344040,Telica,21074,Confirmed Eruption,Telica crater,2,,,2015,,5,,7,,Observations: Reported,,2015,,5,,28,,12.606,-86.84
273010,Bulusan,21072,Confirmed Eruption,Summit crater,2,,,2015,,5,,1,,Observations: Reported,,2015,,7,,17,,12.769,124.056
358020,Calbuco,21076,Confirmed Eruption,Summit crater,4,,,2015,,4,,22,,Observations: Reported,,2015,,5,,26,,-41.33,-72.618
345070,Turrialba,20998,Confirmed Eruption,"Cráter Central, Cráter Oeste",2,,,2015,,3,,8,,Observations: Reported,,2019,,12,,7,,10.025,-83.767
344020,San Cristobal,22268,Confirmed Eruption,Summit crater,2,,,2015,,3,,5,,Observations: Reported,,2015,,6,,12,,12.702,-87.004
233020,"Fournaise, Piton de la",20982,Confirmed Eruption,"S flank of Dolomieu cone, W of Bory crater",0,,,2015,,2,,4,,Observations: Reported,,2015,,2,,15,,-21.244,55.708
343100,San Miguel,20994,Confirmed Eruption,Summit crater,1,,,2015,,1,,26,,Observations: Reported,,2015,,4,,11,,13.434,-88.269
352090,Sangay,22236,Confirmed Eruption,Summit crater complex,2,,,2015,,1,,18,,Observations: Reported,,2015,,4,,7,,-2.005,-78.341
266030,Soputan,20988,Confirmed Eruption,Summit crater and WSW flank,3,,,2015,,1,,6,,Observations: Reported,,2015,,3,,7,,1.112,124.737
243040,Hunga Tonga-Hunga Ha'apai,20983,Confirmed Eruption,about 1 km SW of Hunga Tonga and 1 km E of Hunga Ha'apai islands,2,,,2014,,12,,19,,Observations: Reported,,2015,,1,,23,3,-20.536,-175.382
268060,Gamalama,20989,Confirmed Eruption,Summit crater,2,,,2014,,12,,18,,Observations: Reported,,2014,,12,,25,,0.8,127.33
357120,Villarrica,20996,Confirmed Eruption,Summit crater,1,,,2014,,12,,2,7,Observations: Reported,>,2022,,12,,19,,-39.42,-71.93
263340,Raung,21070,Confirmed Eruption,Summit crater,3,,,2014,,11,,23,5,Observations: Reported,,2015,,8,,30,8,-8.119,114.056
384010,Fogo,20977,Confirmed Eruption,WSW base of Pico,3,,,2014,,11,,23,,Observations: Reported,,2015,,2,,8,,14.95,-24.35
351020,"Ruiz, Nevado del",20995,Confirmed Eruption,Arenas crater,2,,,2014,,11,,18,,Observations: Reported,>,2022,,12,,19,,4.892,-75.324
390090,Saunders,22271,Confirmed Eruption,Mount Michael summit crater,1,,,2014,,11,,12,,Observations: Reported,>,2022,,11,,16,,-57.8,-26.483
312030,Pavlof,20975,Confirmed Eruption,Vent just N of summit and N flank,3,,,2014,,11,,12,,Observations: Reported,,2014,,11,,15,,55.417,-161.894
345070,Turrialba,20974,Confirmed Eruption,West Crater,2,,,2014,,10,,29,,Observations: Reported,,2014,,12,,8,,10.025,-83.767
242050,Monowai,22466,Confirmed Eruption,Summit,0,,,2014,,10,,16,,Observations: Hydrophonic,,2014,,11,,5,,-25.887,-177.188
345020,Rincon de la Vieja,20961,Confirmed Eruption,Crater lake,1,,,2014,,9,,17,,Observations: Reported,,2014,,10,,24,,10.83,-85.324
373030,Bardarbunga,20955,Confirmed Eruption,"Holuhraun vent, 45 km NE",0,,,2014,,8,,29,,Observations: Reported,,2015,,2,,27,,64.633,-17.516
342110,Pacaya,22222,Confirmed Eruption,MacKenney Crater,1,,,2014,,8,,25,,Observations: Reported,,2015,,2,,17,,14.382,-90.601
273030,Mayon,20959,Confirmed Eruption,Summit crater,0,,,2014,,8,,12,,Observations: Reported,,2014,,10,,19,,13.257,123.685
344020,San Cristobal,22267,Confirmed Eruption,Summit crater,1,,,2014,,7,,20,,Observations: Reported,,2014,,10,,1,,12.702,-87.004
357090,Copahue,20954,Confirmed Eruption,El Agrio Crater,1,,,2014,,7,,4,,Observations: Reported,,2014,,12,,2,,-37.856,-71.183
233020,"Fournaise, Piton de la",20919,Confirmed Eruption,ESE flank of Dolomieu crater,0,,,2014,,6,,21,,Observations: Photo / Video,,2014,,6,,21,,-21.244,55.708
267020,Karangetang,20914,Confirmed Eruption,Main and second craters,2,,,2014,,6,,8,,Observations: Reported,,2016,,3,,15,,2.781,125.407
312030,Pavlof,20909,Confirmed Eruption,NE flank,3,,,2014,,5,,31,,Observations: Reported,,2014,,6,,5,,55.417,-161.894
264050,Sangeang Api,20911,Confirmed Eruption,Summit crater and east flank,3,,,2014,,5,,30,,Observations: Reported,,2015,,11,,5,,-8.2,119.07
223020,Nyamulagira,20942,Confirmed Eruption,Summit crater,0,,,2014,,5,,30,,Observations: Reported,,2016,,5,,14,,-1.408,29.2
284141,Ahyi,20936,Confirmed Eruption,Summit crater and SE slope,0,,,2014,,4,,24,,Observations: Hydrophonic,,2014,,5,,17,,20.42,145.03
263300,Semeru,22221,Confirmed Eruption,Jonggring Seloko,4,,,2014,,4,,1,15,Observations: Reported,>,2022,,12,,19,,-8.108,112.922
262000,Krakatau,20932,Confirmed Eruption,Anak Krakatau,1,,,2014,,3,,31,,Observations: Reported,,2014,,3,,31,,-6.102,105.423
263250,Merapi,20892,Confirmed Eruption,Summit crater,3,,,2014,,3,,9,,Observations: Reported,,2014,,4,,20,,-7.54,110.446
263180,Slamet,20933,Confirmed Eruption,Summit crater,2,,,2014,,3,,8,,Observations: Reported,,2014,,9,,18,,-7.242,109.208
263280,Kelud,20934,Confirmed Eruption,Summit crater lake,4,,,2014,,2,,13,,Observations: Reported,,2014,,2,,15,,-7.935,112.314
267020,Karangetang,20913,Confirmed Eruption,,2,,,2014,,2,,9,,Observations: Reported,,2014,,2,,9,,2.781,125.407
344020,San Cristobal,20941,Confirmed Eruption,Summit crater,1,,,2014,,2,,4,,Observations: Reported,,2014,,4,,12,,12.702,-87.004
261140,Marapi,20931,Confirmed Eruption,Summit crater,1,,,2014,,2,,3,2,Observations: Reported,,2014,,2,,26,,-0.38,100.474
311360,Shishaldin,20937,Confirmed Eruption,Summit crater,1,,,2014,,1,,28,,Observations: Reported,,2015,,10,,16,,54.756,-163.97
242050,Monowai,22465,Confirmed Eruption,Summit,1,,,2014,,1,,1,,Observations: Hydrophonic,,2014,,1,,1,,-25.887,-177.188
343100,San Miguel,20906,Confirmed Eruption,Summit Crater,2,,,2013,,12,,29,,Observations: Reported,,2014,,7,,28,,13.434,-88.269
263250,Merapi,20842,Confirmed Eruption,Summit crater,2,,,2013,,11,,18,,Observations: Reported,,2013,,11,,18,,-7.54,110.446
262000,Krakatau,22463,Confirmed Eruption,Anak Krakatau,1,,,2013,,10,,31,,Observations: Reported,,2013,,10,,31,,-6.102,105.423
263090,Tangkuban Parahu,20987,Confirmed Eruption,Ratu Crater,1,,,2013,,10,,5,,Observations: Reported,,2013,,10,,5,,-6.77,107.6
221020,Zubair Group,21068,Confirmed Eruption,Jadid Island,2,,,2013,,9,,28,,Observations: Reported,,2013,,11,,20,,15.05,42.18
344040,Telica,22195,Confirmed Eruption,Telica crater,1,,,2013,,9,,25,,Observations: Reported,,2013,,9,,25,,12.606,-86.84
261080,Sinabung,20818,Confirmed Eruption,Summit crater and SE flank,4,,,2013,,9,,15,,Observations: Reported,,2018,,8,,30,,3.17,98.392
354020,Ubinas,20832,Confirmed Eruption,Summit crater,2,,,2013,,9,,1,,Observations: Reported,,2016,,2,,27,,-16.355,-70.903
264250,Iliwerung,20912,Confirmed Eruption,Hobal (submarine vent on SE flank),0,,,2013,,8,,20,,Observations: Reported,,2013,,8,,20,,-8.532,123.573
357120,Villarrica,20838,Confirmed Eruption,Summit crater,1,,,2013,,7,,25,,Observations: Reported,,2013,,7,?,29,,-39.42,-71.93
263250,Merapi,22476,Confirmed Eruption,Summit crater,1,,,2013,,7,,22,,Observations: Reported,,2013,,7,,22,,-7.54,110.446
263340,Raung,22378,Confirmed Eruption,Summit crater,1,,,2013,,6,,29,,Observations: Reported,,2013,,7,,31,,-8.119,114.056
312070,Veniaminof,20836,Confirmed Eruption,Western intracaldera cone,3,,,2013,,6,,13,,Observations: Reported,,2013,,10,,12,1,56.17,-159.38
344020,San Cristobal,20817,Confirmed Eruption,Summit crater,1,,,2013,,6,,7,,Observations: Reported,,2013,,6,,7,,12.702,-87.004
263300,Semeru,22220,Confirmed Eruption,Jonggring Seloko,1,,,2013,,6,,4,,Observations: Reported,,2013,,11,,29,,-8.108,112.922
261170,Kerinci,22216,Confirmed Eruption,Summit crater,1,,,2013,,6,,2,,Observations: Reported,,2013,,6,,2,,-1.697,101.264
345070,Turrialba,20831,Confirmed Eruption,West Crater,1,,,2013,,5,,21,,Observations: Reported,,2013,,6,,4,,10.025,-83.767
312030,Pavlof,20807,Confirmed Eruption,Summit crater,3,,,2013,,5,,13,,Observations: Reported,,2013,,6,,26,,55.417,-161.894
273030,Mayon,20798,Confirmed Eruption,Summit crater,2,,,2013,,5,,7,,Observations: Reported,,2013,,5,,7,,13.257,123.685
355100,Lascar,20789,Confirmed Eruption,Central active crater,1,,,2013,,4,,2,,Observations: Reported,,2013,,11,,20,,-23.37,-67.73
262000,Krakatau,22462,Confirmed Eruption,Anak Krakatau,1,,,2013,,3,,11,,Observations: Reported,,2013,,3,,29,,-6.102,105.423
342110,Pacaya,20802,Confirmed Eruption,MacKenney Crater,2,,,2013,,3,,5,,Observations: Reported,,2014,,4,,10,,14.382,-90.601
263090,Tangkuban Parahu,20822,Confirmed Eruption,Ratu Crater,1,,,2013,,2,,21,,Observations: Reported,,2013,,3,,6,,-6.77,107.6
284305,Mariana Back-Arc Segment at 15.5°N,21102,Confirmed Eruption,"Along a 10 km N-S line at 15.4°N, in the Mariana back-arc",0,,>,2013,,2,,13,,Observations: Reported,<,2015,,12,,1,,15.406,144.506
352090,Sangay,22235,Confirmed Eruption,Summit crater complex,2,,,2013,,1,,25,,Observations: Reported,,2013,,5,,24,,-2.005,-78.341
341040,Colima,20759,Confirmed Eruption,Summit crater,3,,,2013,,1,,6,,Observations: Reported,,2017,,3,,7,,19.514,-103.62
344020,San Cristobal,20816,Confirmed Eruption,Summit crater,2,,,2012,,12,,26,,Observations: Reported,,2012,,12,,28,,12.702,-87.004
357090,Copahue,20760,Confirmed Eruption,Agrio Crater,2,,,2012,,12,,22,,Observations: Reported,,2013,,12,,10,,-37.856,-71.183
241080,Tongariro,20827,Confirmed Eruption,Upper Te Maari Craters,2,,,2012,,11,,21,,Observations: Reported,,2012,,11,,21,,-39.157,175.632
284170,Pagan,20804,Confirmed Eruption,North Pagan,2,,,2012,,10,,30,,Observations: Reported,,2012,,12,?,11,,18.13,145.8
345020,Rincon de la Vieja,22161,Confirmed Eruption,Crater lake,1,,,2012,,10,,17,,Observations: Reported,,2012,,10,,17,,10.83,-85.324
263340,Raung,22377,Confirmed Eruption,Summit crater,1,,,2012,,10,,16,2,Observations: Reported,,2013,,1,,6,,-8.119,114.056
264150,Paluweh,20806,Confirmed Eruption,Rokatenda,3,,,2012,,10,,8,,Observations: Reported,,2013,,10,,31,7,-8.32,121.708
261140,Marapi,20797,Confirmed Eruption,Summit crater area,1,,,2012,,9,,26,,Observations: Reported,,2012,,9,,26,,-0.38,100.474
268060,Gamalama,20766,Confirmed Eruption,Summit crater,1,,,2012,,9,,15,,Observations: Reported,,2012,,9,,17,,0.8,127.33
266100,Lokon-Empung,20794,Confirmed Eruption,Tompaluan,2,,,2012,,9,,15,,Observations: Reported,,2013,,9,,9,,1.358,124.792
344020,San Cristobal,20815,Confirmed Eruption,Summit crater,2,,,2012,,9,,8,,Observations: Reported,,2012,,9,,15,,12.702,-87.004
266030,Soputan,20821,Confirmed Eruption,Summit crater,3,,,2012,,8,,26,,Observations: Reported,,2012,,9,,19,,1.112,124.737
241040,Whakaari/White Island,20839,Confirmed Eruption,1978/90 Crater Complex,2,,,2012,,8,,7,,Observations: Reported,,2013,,10,,11,,-37.52,177.18
241080,Tongariro,20826,Confirmed Eruption,Upper Te Maari Craters,2,,,2012,,8,,6,,Observations: Reported,,2012,,8,,7,,-39.157,175.632
242050,Monowai,20799,Confirmed Eruption,unknown,0,,,2012,,8,,3,,Observations: Hydrophonic,,2012,,8,,19,,-25.887,-177.188
242005,Havre Seamount,20748,Confirmed Eruption,New cone at edge of summit caldera,1,,,2012,,7,,17,,Observations: Reported,,2012,,7,,19,,-31.08,-179.033
267020,Karangetang,20776,Confirmed Eruption,Crater II,2,,,2012,,5,,14,,Observations: Reported,,2013,,9,,5,,2.781,125.407
351080,Galeras,20764,Confirmed Eruption,Summit crater,2,,,2012,,5,,13,,Observations: Reported,,2014,,1,,30,1,1.22,-77.37
264270,Sirung,20819,Confirmed Eruption,Vents within the caldera,2,,,2012,,5,,8,,Observations: Reported,,2012,,5,,12,,-8.508,124.13
344100,Masaya,22143,Confirmed Eruption,Santiago Crater,1,,,2012,,4,,30,,Observations: Reported,,2012,,6,,8,,11.985,-86.165
261140,Marapi,20796,Confirmed Eruption,Verbeek Crater (?),1,,,2012,,3,,1,3,Observations: Reported,,2012,,5,,18,,-0.38,100.474
351020,"Ruiz, Nevado del",20814,Confirmed Eruption,Arenas Crater,3,,,2012,,2,,22,,Observations: Reported,,2013,,7,?,12,,4.892,-75.324
345020,Rincon de la Vieja,20813,Confirmed Eruption,Crater lake,1,,,2012,,2,,19,,Observations: Reported,,2012,,4,,14,,10.83,-85.324
311110,Kanaga,20774,Confirmed Eruption,E-W fissure at summit crater,2,,,2012,,2,,18,,Observations: Reported,,2012,,2,,18,,51.923,-177.168
345070,Turrialba,20830,Confirmed Eruption,West Crater (SE flank),2,,,2012,,1,,12,,Observations: Reported,,2012,,1,,18,,10.025,-83.767
264230,Lewotolok,20791,Confirmed Eruption,Summit crater,1,,,2012,,1,,2,,Observations: Reported,,2012,,1,,14,,-8.274,123.508
221020,Zubair Group,20840,Confirmed Eruption,Sholan Island,2,,,2011,,12,,18,,Observations: Reported,,2012,,1,,12,,15.05,42.18
261170,Kerinci,22217,Confirmed Eruption,Summit crater,1,,,2011,,12,,15,,Observations: Reported,,2011,,12,,15,,-1.697,101.264
268060,Gamalama,20765,Confirmed Eruption,Summit crater,2,,,2011,,12,,5,,Observations: Reported,,2011,,12,,23,,0.8,127.33
